mutual_fund_id,feature_date,nav,daily_return,weekly_return,monthly_return,ytd_return,moving_average_7,moving_average_30,volatility_30,drawdown,next_day_nav
3,2026-06-01,8.8646,-0.00100299,0.00907239,0.03439987,0.04298001,8.821986,8.706907,0.00435679,-0.00100299,8.9314
3,2026-06-02,8.9314,0.00753559,0.01031651,0.04022828,0.05083948,8.8515,8.721073,0.00448925,0.0,8.9043
3,2026-06-03,8.9043,-0.00303424,0.0076043,0.03634777,0.04765098,8.868557,8.732433,0.00446275,-0.00303424,8.8726
3,2026-06-04,8.8726,-0.00356008,0.00496104,0.02013222,0.04392126,8.873186,8.742637,0.00454527,-0.00658351,8.8144
3,2026-06-05,8.8144,-0.00655952,-0.00666028,0.00966781,0.03707364,8.869943,8.750083,0.00473965,-0.01309985,8.7672
3,2026-06-08,8.7672,-0.00535487,-0.01098752,-0.00162842,0.03152024,8.861143,8.75624,0.00485991,-0.01838458,8.8121
3,2026-06-09,8.8121,0.00512136,-0.01335737,0.00175066,0.03680303,8.852371,8.763383,0.00492078,-0.01335737,8.7311
3,2026-06-10,8.7311,-0.00919191,-0.01945128,-0.00912444,0.02727283,8.8333,8.76811,0.00523246,-0.0224265,8.6841
3,2026-06-11,8.6841,-0.00538306,-0.02124518,-0.01821327,0.02174297,8.797971,8.77098,0.00533887,-0.02768883,8.7718
3,2026-06-12,8.7718,0.01009892,-0.004833,-0.0055325,0.03206146,8.779043,8.777713,0.00557106,-0.01786954,8.8544
3,2026-06-15,8.8544,0.00941654,0.00994616,0.00237734,0.04177991,8.776443,8.78666,0.00578038,-0.00862127,8.8879
3,2026-06-16,8.8879,0.00378343,0.00860181,0.01555109,0.04572141,8.786943,8.796523,0.00580073,-0.00487046,8.8527
3,2026-06-17,8.8527,-0.00396044,0.01392723,0.01497346,0.04157989,8.799157,8.801697,0.00548575,-0.00881161,8.8523
3,2026-06-18,8.8523,-0.00004518,0.01936873,0.02330447,0.04153283,8.8049,8.805773,0.0054557,-0.00885639,8.9035
3,2026-06-22,8.9035,0.00578381,0.01501402,0.02699118,0.04755686,8.829529,8.80984,0.00545192,-0.00312381,8.7669
3,2026-06-24,8.7669,-0.01534228,-0.00988209,0.00482533,0.03148495,8.841357,8.808847,0.00613892,-0.01841817,8.7281
3,2026-06-25,8.7281,-0.00442574,-0.0179795,-0.00646564,0.02691986,8.835114,8.806067,0.00617779,-0.02276239,8.6996
3,2026-06-26,8.6996,-0.00326532,-0.01729416,-0.01590462,0.02356665,8.813,8.801213,0.00615112,-0.02595338,8.7262
3,2026-06-29,8.7262,0.00305761,-0.01424489,-0.01254937,0.02669632,8.7899,8.798067,0.00616929,-0.02297512,8.8048
3,2026-06-30,8.8048,0.00900736,-0.01108553,-0.00271838,0.03594414,8.783057,8.797113,0.00638764,-0.01417471,8.7915
3,2026-07-01,8.7915,-0.00151054,0.00280601,-0.009241,0.0343793,8.774371,8.798437,0.00616541,-0.01566384,8.8096
3,2026-07-02,8.8096,0.00205881,0.00933766,-0.00620445,0.03650889,8.760957,8.801353,0.00613799,-0.01363728,8.7838
3,2026-07-06,8.7838,-0.00292862,0.00967861,-0.01652596,0.03347334,8.763371,8.80579,0.00596432,-0.01652596,8.7266
3,2026-07-07,8.7266,-0.00651199,0.00004584,-0.01995665,0.02674338,8.763157,8.807693,0.00608691,-0.02293034,8.7152
4,2025-07-08,8.04,,,,,,,,0.0,8.06
4,2025-07-09,8.06,0.00248756,,,,,,,0.0,8.06
4,2025-07-10,8.06,0.0,,,,,,,0.0,8.03
4,2025-07-11,8.03,-0.00372208,,,,,,,-0.00372208,8.04
4,2025-07-14,8.04,0.00124533,,,,,,,-0.00248139,8.04
4,2025-07-15,8.04,0.0,0.0,,,,,,-0.00248139,8.0
4,2025-07-16,8.0,-0.00497512,-0.00744417,,,8.038571,,,-0.00744417,8.02
4,2025-07-17,8.02,0.0025,-0.00496278,,,8.035714,,,-0.00496278,8.05
4,2025-07-18,8.05,0.00374065,0.00249066,,,8.034286,,,-0.00124069,8.07
4,2025-07-21,8.07,0.00248447,0.00373134,,,8.035714,,,0.0,8.07
4,2025-07-22,8.07,0.0,0.00373134,,,8.041429,,,0.0,8.11
4,2025-07-23,8.11,0.00495663,0.01375,,,8.051429,,,0.0,8.14
4,2025-07-24,8.14,0.00369914,0.01496259,,,8.065714,,,0.0,8.12
4,2025-07-25,8.12,-0.002457,0.00869565,,,8.082857,,,-0.002457,8.13
4,2025-07-28,8.13,0.00123153,0.00743494,,,8.098571,,,-0.0012285,8.12
4,2025-07-29,8.12,-0.00123001,0.00619579,,,8.108571,,,-0.002457,8.1
4,2025-07-30,8.1,-0.00246305,-0.00123305,,,8.112857,,,-0.004914,8.05
4,2025-07-31,8.05,-0.00617284,-0.01105651,,,8.11,,,-0.01105651,7.96
4,2025-08-01,7.96,-0.01118012,-0.01970443,,,8.088571,,,-0.02211302,8.01
4,2025-08-04,8.01,0.00628141,-0.01476015,,,8.07,,,-0.01597052,8.03
4,2025-08-05,8.03,0.00249688,-0.01108374,,,8.057143,,,-0.01351351,8.03
4,2025-08-06,8.03,0.0,-0.00864198,-0.00124378,,8.042857,,,-0.01351351,8.06
4,2025-08-07,8.06,0.00373599,0.00124224,0.0,,8.034286,,,-0.00982801,8.06
4,2025-08-08,8.06,0.0,0.01256281,0.0,,8.028571,,,-0.00982801,8.07
4,2025-08-11,8.07,0.00124069,0.00749064,0.00498132,,8.031429,,,-0.00859951,8.07
4,2025-08-12,8.07,0.0,0.00498132,0.00373134,,8.047143,,,-0.00859951,8.13
4,2025-08-13,8.13,0.00743494,0.0124533,0.01119403,,8.064286,,,-0.0012285,8.12
4,2025-08-14,8.12,-0.00123001,0.00744417,0.015,,8.077143,,,-0.002457,8.12
4,2025-08-18,8.12,0.0,0.00744417,0.01246883,,8.09,,,-0.002457,8.14
4,2025-08-19,8.14,0.00246305,0.0086741,0.01118012,,8.101429,8.068333,,0.0,8.11
4,2025-08-20,8.11,-0.0036855,0.00495663,0.00495663,,8.108571,8.070667,0.00376051,-0.0036855,8.11
4,2025-08-21,8.11,0.0,-0.00246002,0.00495663,,8.114286,8.072333,0.00373863,-0.0036855,8.14
4,2025-08-22,8.14,0.00369914,0.00246305,0.00369914,,8.124286,8.075,0.00379021,0.0,8.18
4,2025-08-25,8.18,0.004914,0.00738916,0.004914,,8.131429,8.08,0.00379898,0.0,8.15
4,2025-08-26,8.15,-0.00366748,0.0012285,0.00369458,,8.135714,8.083667,0.00387383,-0.00366748,8.16
4,2025-08-27,8.16,0.00122699,0.00616523,0.00369004,,8.141429,8.087667,0.00387523,-0.00244499,8.17
4,2025-08-28,8.17,0.00122549,0.00739827,0.00615764,,8.145714,8.093333,0.00374064,-0.00122249,8.12
4,2025-08-29,8.12,-0.00611995,-0.002457,0.00246914,,8.147143,8.096667,0.00391879,-0.00733496,8.12
4,2025-09-01,8.12,0.0,-0.00733496,0.00869565,,8.148571,8.099,0.00387039,-0.00733496,8.07
4,2025-09-02,8.07,-0.00615764,-0.00981595,0.0138191,,8.138571,8.099,0.00401568,-0.01344743,8.08
4,2025-09-03,8.08,0.00123916,-0.00980392,0.00873908,,8.124286,8.099333,0.00402175,-0.01222494,8.1
4,2025-09-04,8.1,0.00247525,-0.00856793,0.00871731,,8.117143,8.099,0.00394475,-0.00977995,8.15
4,2025-09-05,8.15,0.00617284,0.00369458,0.01494396,,8.115714,8.099333,0.00404645,-0.00366748,8.14
4,2025-09-08,8.14,-0.00122699,0.00246305,0.00992556,,8.111429,8.1,0.00402704,-0.00488998,8.15
4,2025-09-09,8.15,0.0012285,0.00991326,0.01116625,,8.115714,8.100667,0.00402701,-0.00366748,8.18
4,2025-09-10,8.18,0.00368098,0.01237624,0.01363073,,8.124286,8.102667,0.00406961,0.0,8.2
4,2025-09-11,8.2,0.00244499,0.01234568,0.01610905,,8.142857,8.106,0.00405574,0.0,8.21
4,2025-09-12,8.21,0.00121951,0.00736196,0.0098401,,8.161429,8.111333,0.00386808,0.0,8.22
4,2025-09-15,8.22,0.00121803,0.00982801,0.01231527,,8.178571,8.12,0.00318208,0.0,8.2
4,2025-09-16,8.2,-0.00243309,0.00613497,0.00985222,,8.185714,8.126333,0.00309016,-0.00243309,8.21
4,2025-09-17,8.21,0.00121951,0.00366748,0.00859951,,8.195714,8.132333,0.00307506,-0.00121655,8.21
4,2025-09-18,8.21,0.0,0.00121951,0.01233046,,8.204286,8.138333,0.00307506,-0.00121655,8.22
4,2025-09-19,8.22,0.00121803,0.00121803,0.0135635,,8.21,8.143667,0.00302622,0.0,8.21
4,2025-09-22,8.21,-0.00121655,-0.00121655,0.00859951,,8.211429,8.148667,0.0030429,-0.00121655,8.24
4,2025-09-23,8.24,0.00365408,0.00487805,0.00733496,,8.215714,8.154333,0.0030898,0.0,8.21
4,2025-09-24,8.21,-0.00364078,0.0,0.00736196,,8.214286,8.159,0.00318494,-0.00364078,8.16
4,2025-09-25,8.16,-0.00609013,-0.00609013,0.0,,8.208571,8.16,0.00313943,-0.00970874,8.19
4,2025-09-26,8.19,0.00367647,-0.00364964,0.00244798,,8.205714,8.162333,0.0031918,-0.00606796,8.21
4,2025-09-29,8.21,0.002442,0.0,0.01108374,,8.205714,8.165333,0.00321439,-0.00364078,8.17
4,2025-09-30,8.17,-0.00487211,-0.00849515,0.00615764,,8.198571,8.166333,0.00332322,-0.00849515,8.18
4,2025-10-01,8.18,0.00122399,-0.00365408,0.01363073,,8.194286,8.168667,0.0032515,-0.00728155,8.2
4,2025-10-02,8.2,0.00244499,0.00490196,0.01485149,,8.188571,8.171667,0.00327373,-0.00485437,8.22
4,2025-10-03,8.22,0.00243902,0.003663,0.01481481,,8.19,8.174333,0.00323868,-0.00242718,8.21
4,2025-10-06,8.21,-0.00121655,0.0,0.00736196,,8.197143,8.175333,0.00313483,-0.00364078,8.2
4,2025-10-07,8.2,-0.00121803,0.00367197,0.00737101,,8.198571,8.177,0.00306608,-0.00485437,8.19
4,2025-10-08,8.19,-0.00121951,0.00122249,0.00490798,,8.195714,8.178,0.00307044,-0.00606796,8.18
4,2025-10-09,8.18,-0.001221,-0.00243902,0.0,,8.197143,8.178333,0.00307267,-0.00728155,8.17
4,2025-10-10,8.17,-0.00122249,-0.00608273,-0.00365854,,8.195714,8.18,0.00286377,-0.00849515,8.11
4,2025-10-13,8.11,-0.00734394,-0.01218027,-0.01218027,,8.182857,8.179667,0.00316879,-0.0157767,8.1
4,2025-10-14,8.1,-0.00123305,-0.01219512,-0.01459854,,8.165714,8.180667,0.00296865,-0.01699029,8.18
4,2025-10-15,8.18,0.00987654,-0.001221,-0.00243902,,8.161429,8.184,0.00344334,-0.00728155,8.17
4,2025-10-16,8.17,-0.00122249,-0.00122249,-0.00487211,,8.157143,8.186333,0.00343359,-0.00849515,8.15
4,2025-10-17,8.15,-0.00244798,-0.00244798,-0.00730816,,8.151429,8.186333,0.00328707,-0.01092233,8.2
4,2025-10-20,8.2,0.00613497,0.01109741,-0.00243309,,8.154286,8.188333,0.00345636,-0.00485437,8.21
4,2025-10-21,8.21,0.00121951,0.01358025,0.0,,8.16,8.190333,0.00345627,-0.00364078,8.22
4,2025-10-22,8.22,0.00121803,0.00488998,-0.00242718,,8.175714,8.191667,0.00340265,-0.00242718,8.21
4,2025-10-23,8.21,-0.00121655,0.00489596,0.0,,8.191429,8.192,0.00338442,-0.00364078,8.25
4,2025-10-24,8.25,0.00487211,0.01226994,0.01102941,,8.201429,8.193333,0.00348853,0.0,8.27
4,2025-10-27,8.27,0.00242424,0.00853659,0.00976801,,8.215714,8.195,0.0035073,0.0,8.28
4,2025-10-28,8.28,0.00120919,0.00852619,0.00852619,,8.234286,8.197667,0.00347667,0.0,8.28
4,2025-10-29,8.28,0.0,0.00729927,0.01346389,,8.245714,8.2,0.00347316,0.0,8.25
4,2025-10-30,8.25,-0.00362319,0.00487211,0.00855746,,8.251429,8.201333,0.00354339,-0.00362319,8.17
4,2025-10-31,8.17,-0.00969697,-0.00969697,-0.00365854,,8.244286,8.199667,0.00395356,-0.01328502,8.15
4,2025-11-03,8.15,-0.00244798,-0.01451028,-0.00851582,,8.235714,8.197667,0.00397031,-0.01570048,8.14
4,2025-11-04,8.14,-0.00122699,-0.01690821,-0.00852619,,8.22,8.194333,0.00390704,-0.01690821,8.14
4,2025-11-05,8.14,0.0,-0.01690821,-0.00731707,,8.201429,8.192,0.00386074,-0.01690821,8.14
4,2025-11-06,8.14,0.0,-0.01333333,-0.00610501,,8.181429,8.191333,0.00370684,-0.01690821,8.1
4,2025-11-07,8.1,-0.004914,-0.00856793,-0.00977995,,8.155714,8.188333,0.00373766,-0.02173913,8.16
4,2025-11-10,8.16,0.00740741,0.00122699,-0.00122399,,8.142857,8.186667,0.00396138,-0.01449275,8.2
4,2025-11-11,8.2,0.00490196,0.00737101,0.01109741,,8.147143,8.187667,0.0039653,-0.00966184,8.23
4,2025-11-12,8.23,0.00365854,0.01105651,0.01604938,,8.158571,8.189333,0.0040115,-0.00603865,8.21
4,2025-11-13,8.21,-0.00243013,0.00859951,0.00366748,,8.168571,8.189667,0.00401646,-0.00845411,8.14
4,2025-11-14,8.14,-0.00852619,0.00493827,-0.00367197,,8.168571,8.187,0.00427304,-0.01690821,8.15
4,2025-11-17,8.15,0.0012285,-0.00122549,0.0,,8.17,8.185,0.00427842,-0.01570048,8.06
4,2025-11-18,8.06,-0.01104294,-0.01707317,-0.01707317,,8.164286,8.180333,0.00469669,-0.02657005,8.09
4,2025-11-19,8.09,0.00372208,-0.01701094,-0.01461632,,8.154286,8.177,0.00475704,-0.02294686,8.13
4,2025-11-20,8.13,0.00494438,-0.00974421,-0.01094891,,8.144286,8.175333,0.00484933,-0.01811594,8.03
4,2025-11-21,8.03,-0.01230012,-0.01351351,-0.02192448,,8.115714,8.170667,0.00531326,-0.03019324,8.09
4,2025-11-24,8.09,0.00747198,-0.00736196,-0.01939394,,8.098571,8.17,0.00534836,-0.02294686,8.13
4,2025-11-25,8.13,0.00494438,0.00868486,-0.01692866,,8.097143,8.171,0.00541801,-0.01811594,8.19
4,2025-11-26,8.19,0.00738007,0.01236094,-0.01086957,,8.102857,8.171333,0.00528534,-0.01086957,8.21
4,2025-11-27,8.21,0.002442,0.0098401,-0.00845411,,8.124286,8.172667,0.00529674,-0.00845411,8.18
4,2025-11-28,8.18,-0.00365408,0.01867995,-0.00848485,,8.137143,8.173667,0.00532104,-0.01207729,8.18
4,2025-12-01,8.18,0.0,0.01112485,0.00122399,,8.144286,8.173,0.00520316,-0.01207729,8.17
4,2025-12-02,8.17,-0.00122249,0.00492005,0.00245399,,8.164286,8.171667,0.00520149,-0.01328502,8.18
4,2025-12-03,8.18,0.00122399,-0.001221,0.004914,,8.177143,8.170333,0.00520154,-0.01207729,8.2
4,2025-12-04,8.2,0.00244499,-0.00121803,0.00737101,,8.187143,8.17,0.00521799,-0.00966184,8.22
4,2025-12-05,8.22,0.00243902,0.00488998,0.00982801,,8.191429,8.169,0.0051598,-0.00724638,8.2
4,2025-12-08,8.2,-0.00243309,0.00244499,0.01234568,,8.19,8.166667,0.005154,-0.00966184,8.19
4,2025-12-09,8.19,-0.00121951,0.00244798,0.00367647,,8.191429,8.163667,0.0051492,-0.01086957,8.18
4,2025-12-10,8.18,-0.001221,0.0,-0.00243902,,8.191429,8.160333,0.0051511,-0.01207729,8.21
4,2025-12-11,8.21,0.00366748,0.00121951,-0.00243013,,8.197143,8.159,0.00516487,-0.00845411,8.23
4,2025-12-12,8.23,0.00243605,0.00121655,0.00243605,,8.204286,8.161,0.00486785,-0.00603865,8.21
4,2025-12-15,8.21,-0.00243013,0.00121951,0.00859951,,8.205714,8.163,0.00486752,-0.00845411,8.19
4,2025-12-16,8.19,-0.00243605,0.0,0.00490798,,8.201429,8.164667,0.00488461,-0.01086957,8.18
4,2025-12-17,8.18,-0.001221,0.0,0.01488834,,8.198571,8.166,0.00489132,-0.01207729,8.18
4,2025-12-18,8.18,0.0,-0.00365408,0.01112485,,8.197143,8.167333,0.00489132,-0.01207729,8.19
4,2025-12-19,8.19,0.00122249,-0.00486027,0.00738007,,8.198571,8.170333,0.0048017,-0.01086957,8.21
4,2025-12-22,8.21,0.002442,0.0,0.02241594,,8.198571,8.172,0.00463945,-0.00845411,8.23
4,2025-12-23,8.23,0.00243605,0.004884,0.01730532,,8.198571,8.173,0.0045771,-0.00603865,8.26
4,2025-12-29,8.26,0.0036452,0.00977995,0.01599016,,8.205714,8.174,0.00457676,-0.00241546,8.27
4,2025-12-30,8.27,0.00121065,0.01100244,0.00976801,,8.217143,8.176,0.00455544,-0.00120773,8.21
4,2025-12-31,8.21,-0.00725514,0.002442,0.0,,8.221429,8.178333,0.00447885,-0.00845411,8.21
4,2026-01-02,8.21,,,,0.0,,,,0.0,8.23
4,2026-01-05,8.23,0.00243605,,,0.00243605,,,,0.0,8.27
4,2026-01-06,8.27,0.00486027,,,0.00730816,,,,0.0,8.28
4,2026-01-07,8.28,0.00120919,,,0.00852619,,,,0.0,8.27
4,2026-01-08,8.27,-0.00120773,,,0.00730816,,,,-0.00120773,8.29
4,2026-01-09,8.29,0.00241838,0.00974421,,0.00974421,,,,0.0,8.31
4,2026-01-12,8.31,0.00241255,0.00972053,,0.01218027,8.265714,,,0.0,8.31
4,2026-01-13,8.31,0.0,0.00483676,,0.01218027,8.28,,,0.0,8.3
4,2026-01-14,8.3,-0.00120337,0.00241546,,0.01096224,8.29,,,-0.00120337,8.33
4,2026-01-15,8.33,0.00361446,0.00725514,,0.01461632,8.298571,,,0.0,8.32
4,2026-01-16,8.32,-0.00120048,0.00361882,,0.01339829,8.304286,,,-0.00120048,8.32
4,2026-01-19,8.32,0.0,0.00120337,,0.01339829,8.311429,,,-0.00120048,8.27
4,2026-01-20,8.27,-0.00600962,-0.00481348,,0.00730816,8.308571,,,-0.00720288,8.28
4,2026-01-21,8.28,0.00120919,-0.00240964,,0.00852619,8.304286,,,-0.0060024,8.32
4,2026-01-22,8.32,0.00483092,-0.00120048,,0.01339829,8.305714,,,-0.00120048,8.32
4,2026-01-23,8.32,0.0,0.0,,0.01339829,8.308571,,,-0.00120048,8.37
4,2026-01-26,8.37,0.00600962,0.00600962,,0.01948843,8.314286,,,0.0,8.37
4,2026-01-27,8.37,0.0,0.0120919,,0.01948843,8.321429,,,0.0,8.37
4,2026-01-28,8.37,0.0,0.01086957,,0.01948843,8.328571,,,0.0,8.35
4,2026-01-29,8.35,-0.00238949,0.00360577,,0.01705238,8.34,,,-0.00238949,8.3
4,2026-01-30,8.3,-0.00598802,-0.00240385,,0.01096224,8.342857,,,-0.0083632,8.31
4,2026-02-02,8.31,0.00120482,-0.00716846,0.01218027,0.01218027,8.341429,,,-0.00716846,8.32
4,2026-02-03,8.32,0.00120337,-0.00597372,0.0109356,0.01339829,8.341429,,,-0.00597372,8.32
4,2026-02-04,8.32,0.0,-0.00597372,0.00604595,0.01339829,8.334286,,,-0.00597372,8.27
4,2026-02-05,8.27,-0.00600962,-0.00958084,-0.00120773,0.00730816,8.32,,,-0.01194743,8.31
4,2026-02-06,8.31,0.00483676,0.00120482,0.00483676,0.01218027,8.311429,,,-0.00716846,8.35
4,2026-02-09,8.35,0.00481348,0.00481348,0.00723764,0.01705238,8.311429,,,-0.00238949,8.39
4,2026-02-10,8.39,0.00479042,0.00841346,0.00962696,0.02192448,8.324286,,,0.0,8.38
4,2026-02-11,8.38,-0.0011919,0.00721154,0.00842359,0.02070646,8.334286,,,-0.0011919,8.39
4,2026-02-12,8.39,0.00119332,0.01451028,0.01084337,0.02192448,8.344286,8.314333,,0.0,8.32
4,2026-02-13,8.32,-0.00834327,0.00120337,-0.00120048,0.01339829,8.344286,8.318,0.00352895,-0.00834327,8.34
4,2026-02-16,8.34,0.00240385,-0.0011976,0.00240385,0.01583435,8.354286,8.321667,0.00352835,-0.00595948,8.32
4,2026-02-17,8.32,-0.00239808,-0.00834327,0.0,0.01339829,8.355714,8.323333,0.00346586,-0.00834327,8.37
4,2026-02-18,8.37,0.00600962,-0.00119332,0.0120919,0.01948843,8.358571,8.326333,0.003616,-0.00238379,8.35
4,2026-02-19,8.35,-0.00238949,-0.00476758,0.00845411,0.01705238,8.352857,8.329,0.00363931,-0.00476758,8.36
4,2026-02-20,8.36,0.0011976,0.00480769,0.00480769,0.0182704,8.35,8.331333,0.00362249,-0.00357569,8.39
4,2026-02-23,8.39,0.00358852,0.0059952,0.00841346,0.02192448,8.35,8.334,0.00365152,0.0,8.36
4,2026-02-24,8.36,-0.00357569,0.00480769,-0.00119474,0.0182704,8.355714,8.335667,0.00371797,-0.00357569,8.41
4,2026-02-25,8.41,0.00598086,0.00477897,0.00477897,0.02436054,8.365714,8.339333,0.0038485,0.0,8.41
4,2026-02-26,8.41,0.0,0.00718563,0.00477897,0.02436054,8.378571,8.342,0.00380375,0.0,8.34
4,2026-02-27,8.34,-0.00832342,-0.00239234,-0.0011976,0.01583435,8.374286,8.342667,0.00410222,-0.00832342,8.3
4,2026-03-02,8.3,-0.00479616,-0.01072706,0.0,0.01096224,8.367143,8.342,0.00419496,-0.01307967,8.13
4,2026-03-03,8.13,-0.02048193,-0.02751196,-0.02166065,-0.00974421,8.334286,8.337333,0.00548415,-0.0332937,8.21
4,2026-03-04,8.21,0.0098401,-0.02378121,-0.01322115,0.0,8.308571,8.335,0.00578711,-0.02378121,8.21
4,2026-03-05,8.21,0.0,-0.02378121,-0.01322115,0.0,8.287143,8.331333,0.00570973,-0.02378121,8.09
4,2026-03-06,8.09,-0.01461632,-0.02997602,-0.02176542,-0.01461632,8.241429,8.323667,0.00625049,-0.03804994,8.06
4,2026-03-09,8.06,-0.00370828,-0.02891566,-0.03008424,-0.0182704,8.191429,8.313333,0.00613399,-0.04161712,8.17
4,2026-03-10,8.17,0.01364764,0.00492005,-0.02155689,-0.00487211,8.167143,8.306667,0.00668986,-0.02853746,8.14
4,2026-03-11,8.14,-0.00367197,-0.00852619,-0.02979738,-0.00852619,8.144286,8.299,0.00670797,-0.03210464,8.07
4,2026-03-12,8.07,-0.00859951,-0.01705238,-0.03699284,-0.01705238,8.135714,8.289667,0.00684498,-0.04042806,8.04
4,2026-03-13,8.04,-0.00371747,-0.00618047,-0.04171633,-0.02070646,8.111429,8.281,0.00680308,-0.04399524,8.07
4,2026-03-16,8.07,0.00373134,0.00124069,-0.03004808,-0.01705238,8.091429,8.273,0.00684582,-0.04042806,8.1
4,2026-03-17,8.1,0.00371747,-0.00856793,-0.02877698,-0.01339829,8.092857,8.265667,0.00688697,-0.03686088,8.06
4,2026-03-18,8.06,-0.00493827,-0.00982801,-0.03125,-0.0182704,8.092857,8.257,0.00692315,-0.04161712,7.98
4,2026-03-19,7.98,-0.00992556,-0.01115242,-0.04659498,-0.02801462,8.065714,8.247333,0.00705146,-0.05112961,7.94
4,2026-03-20,7.94,-0.00501253,-0.01243781,-0.0491018,-0.03288672,8.037143,8.235,0.00699347,-0.05588585,8.0
4,2026-03-23,8.0,0.00755668,-0.0086741,-0.0430622,-0.02557856,8.027143,8.223333,0.00709255,-0.04875149,7.95
4,2026-03-24,7.95,-0.00625,-0.01851852,-0.05244338,-0.0316687,8.014286,8.208667,0.00704803,-0.05469679,7.99
4,2026-03-25,7.99,0.00503145,-0.00868486,-0.04425837,-0.02679659,8.002857,8.195667,0.00715278,-0.04994055,7.96
4,2026-03-26,7.96,-0.00375469,-0.00250627,-0.05350773,-0.03045067,7.982857,8.181333,0.00714439,-0.05350773,7.87
4,2026-03-27,7.87,-0.01130653,-0.00881612,-0.06420927,-0.04141291,7.955714,8.166333,0.00725482,-0.06420927,7.85
4,2026-03-30,7.85,-0.0025413,-0.01875,-0.058753,-0.04384896,7.937143,8.15,0.00721291,-0.0665874,7.86
4,2026-03-31,7.86,0.00127389,-0.01132075,-0.05301205,-0.04263094,7.925714,8.134667,0.00723607,-0.06539834,7.96
4,2026-04-01,7.96,0.01272265,-0.00375469,-0.02091021,-0.03045067,7.92,8.121,0.0075722,-0.05350773,7.92
4,2026-04-02,7.92,-0.00502513,-0.00502513,-0.03532278,-0.03532278,7.915714,8.106667,0.0075956,-0.05826397,7.97
4,2026-04-07,7.97,0.00631313,0.01270648,-0.02923264,-0.02923264,7.912857,8.093667,0.00771591,-0.05231867,8.15
4,2026-04-08,8.15,0.02258469,0.03821656,0.00741656,-0.00730816,7.94,8.085667,0.0088139,-0.03091558,8.15
4,2026-04-09,8.15,0.0,0.03689567,0.01116625,-0.00730816,7.98,8.078667,0.00880146,-0.03091558,8.18
4,2026-04-10,8.18,0.00368098,0.02763819,0.00122399,-0.00365408,8.027143,8.071,0.00875186,-0.02734839,8.16
4,2026-04-13,8.16,-0.00244499,0.03030303,0.002457,-0.00609013,8.07,8.062667,0.00875461,-0.02972652,8.23
4,2026-04-14,8.23,0.00857843,0.03262233,0.01982652,0.00243605,8.108571,8.059,0.00880677,-0.02140309,8.24
4,2026-04-15,8.24,0.00121507,0.01104294,0.02487562,0.00365408,8.154286,8.057,0.00877288,-0.02021403,8.26
4,2026-04-16,8.26,0.00242718,0.01349693,0.02354399,0.00609013,8.195714,8.061333,0.00793118,-0.01783591,8.32
4,2026-04-17,8.32,0.00726392,0.01711491,0.02716049,0.01339829,8.22,8.065,0.0078437,-0.01070155,8.33
4,2026-04-20,8.33,0.00120192,0.02083333,0.03349876,0.01461632,8.245714,8.069,0.00784424,-0.00951249,8.32
4,2026-04-21,8.32,-0.00120048,0.0109356,0.04260652,0.01339829,8.265714,8.076667,0.00733477,-0.01070155,8.3
4,2026-04-22,8.3,-0.00240385,0.00728155,0.04534005,0.01096224,8.285714,8.084667,0.00731079,-0.01307967,8.29
4,2026-04-23,8.29,-0.00120482,0.00363196,0.03625,0.00974421,8.294286,8.088667,0.00693091,-0.01426873,8.27
4,2026-04-24,8.27,-0.00241255,-0.00600962,0.04025157,0.00730816,8.298571,8.093,0.00690923,-0.01664685,8.29
4,2026-04-27,8.29,0.00241838,-0.00480192,0.03754693,0.00974421,8.302857,8.100333,0.00670276,-0.01426873,8.26
4,2026-04-28,8.26,-0.00361882,-0.00721154,0.03768844,0.00609013,8.294286,8.107667,0.00670051,-0.01783591,8.24
4,2026-04-29,8.24,-0.00242131,-0.00722892,0.04701398,0.00365408,8.281429,8.113333,0.00670556,-0.02021403,8.21
4,2026-04-30,8.21,-0.00364078,-0.00965018,0.04585987,0.0,8.265714,8.117,0.00672589,-0.02378121,8.26
4,2026-05-04,8.26,0.00609013,-0.00120919,0.05089059,0.00609013,8.26,8.123667,0.00672151,-0.01783591,8.25
4,2026-05-05,8.25,-0.00121065,-0.00482509,0.03643216,0.00487211,8.254286,8.132667,0.00643205,-0.01902497,8.32
4,2026-05-06,8.32,0.00848485,0.00726392,0.05050505,0.01339829,8.261429,8.145333,0.00645864,-0.01070155,8.33
4,2026-05-07,8.33,0.00120192,0.01092233,0.04516939,0.01461632,8.267143,8.156333,0.00636265,-0.00951249,8.32
4,2026-05-08,8.32,-0.00120048,0.01339829,0.0208589,0.01339829,8.275714,8.168667,0.00622417,-0.01070155,8.33
4,2026-05-11,8.33,0.00120192,0.00847458,0.02208589,0.01461632,8.288571,8.18,0.00619036,-0.00951249,8.28
4,2026-05-12,8.28,-0.0060024,0.00363636,0.01222494,0.00852619,8.298571,8.190667,0.00626555,-0.01545779,8.29
4,2026-05-13,8.29,0.00120773,-0.00360577,0.01593137,0.00974421,8.302857,8.204667,0.00581012,-0.01426873,8.27
4,2026-05-15,8.27,-0.00241255,-0.00720288,0.00486027,0.00730816,8.305714,8.218667,0.00580699,-0.01664685,8.29
4,2026-05-18,8.29,0.00241838,-0.00360577,0.00606796,0.00974421,8.301429,8.233,0.00580746,-0.01426873,8.25
